plz;ort;bezirk;bundesland;gueltigab;gueltigbis;plztyp;internextern;adressierbar;postfach
2491;"Neufeld an der Leitha";"Wiener Neustadt(Land)";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2491;"Neufeld an der Leitha";"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2492;Eggendorf;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2493;"Lichtenwörth-Nadelburg";"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2500;Baden;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2504;Sooß;Baden;N;"2012-12-01";;"PLZ-Adressierung";extern;Ja;Nein
2511;Pfaffstätten;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2512;Tribuswinkel;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2514;Traiskirchen;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2521;Trumau;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2522;Oberwaltersdorf;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2523;Tattendorf;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2524;Teesdorf;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2525;Günselsdorf;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2531;Gaaden;Mödling;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2532;"Heiligenkreuz im Wienerwald";Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2533;"Klausen-Leopoldsdorf";Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2533;"Klausen-Leopoldsdorf";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2534;Alland;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2540;"Bad Vöslau";Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2542;Kottingbrunn;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2544;Leobersdorf;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2551;"Enzesfeld-Lindabrunn";Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2552;Hirtenberg;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2560;Berndorf;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2561;Hernstein;Baden;N;"2022-03-01";;"PLZ-Adressierung";extern;Ja;Nein
2563;Pottenstein;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2564;"Weissenbach an der Triesting";Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2565;Neuhaus;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2571;"Altenmarkt-Thenneberg";Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2572;Kaumberg;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2572;Kaumberg;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2601;Sollenau;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2602;"Blumau-Neurißhof";"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2602;"Blumau-Neurißhof";Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2603;Felixdorf;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2604;Theresienfeld;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2620;Neunkirchen;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2624;Breitenau;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2625;"Schwarzau am Steinfelde";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2630;Ternitz;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2631;"Sieding-Stixenstein";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2632;"Wimpassing im Schwarzatale";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2640;Gloggnitz;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2641;Schottwien;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2650;Payerbach;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2651;"Reichenau an der Rax";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2654;"Prein an der Rax";"Bruck-Mürzzuschlag";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2654;"Prein an der Rax";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2661;Naßwald;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2662;"Schwarzau im Gebirge";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2663;"Rohr im Gebirge";"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2663;"Rohr im Gebirge";Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2671;Küb;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2673;Breitenstein;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2680;Semmering;"Bruck-Mürzzuschlag";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2680;Semmering;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2700;"Wiener Neustadt";"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2700;"Wiener Neustadt";"Wiener Neustadt(Stadt)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2721;"Bad Fischau";"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2722;Winzendorf;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2723;Muthmannsdorf;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2724;"Hohe Wand-Stollhof";"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2724;"Hohe Wand-Stollhof";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2731;"St. Egyden am Steinfeld";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2732;Willendorf;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2733;"Grünbach am Schneeberg";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2734;"Puchberg am Schneeberg";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2751;Steinabrückl;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2751;Steinabrückl;"Wiener Neustadt(Stadt)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2752;Wöllersdorf;"Wiener Neustadt(Stadt)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2752;Wöllersdorf;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2753;"Markt Piesting";"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2754;Waldegg;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2755;Oed;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2761;Miesenbach;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2761;Miesenbach;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2763;Pernitz;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2770;Gutenstein;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2801;Katzelsdorf;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2802;Hochwolkersdorf;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2803;Schwarzenbach;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2811;Wiesmath;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2812;Hollenthon;Oberpullendorf;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2812;Hollenthon;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2813;Lichtenegg;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2813;Lichtenegg;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2820;Walpersbach;"Wiener Neustadt(Land)";N;"2024-05-01";;"PLZ-Adressierung";extern;Ja;Nein
2821;Lanzenkirchen;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2822;"Bad Erlach";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2822;"Bad Erlach";"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2823;Pitten;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2823;Pitten;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2824;Seebenstein;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2831;Warth;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2832;Thernberg;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2833;Bromberg;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2833;Bromberg;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2840;Grimmenstein;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2842;Edlitz;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2842;Edlitz;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2851;Krumbach;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2851;Krumbach;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2852;Hochneukirchen;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2852;Hochneukirchen;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2852;Hochneukirchen;Oberwart;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2852;Hochneukirchen;"Hartberg-Fürstenfeld";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2853;"Bad Schönau";"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2860;"Kirchschlag in der Buckligen Welt";"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2870;Aspang;"Hartberg-Fürstenfeld";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2870;Aspang;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2871;Zöbern;"Hartberg-Fürstenfeld";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2871;Zöbern;"Wiener Neustadt(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2871;Zöbern;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2872;Mönichkirchen;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2872;Mönichkirchen;"Hartberg-Fürstenfeld";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2873;"Feistritz am Wechsel";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
2880;"Kirchberg am Wechsel";Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
2881;Trattenbach;Neunkirchen;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3001;Mauerbach;Tulln;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3001;Mauerbach;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3002;Purkersdorf;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3003;Gablitz;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3004;"Ried am Riederberg";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3004;"Ried am Riederberg";Tulln;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3011;Untertullnerbach;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3012;Wolfsgraben;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3013;"Tullnerbach-Lawies";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3021;Pressbaum;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3031;Rekawinkel;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3032;Eichgraben;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3033;Altlengbach;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3033;Altlengbach;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3034;"Maria Anzbach";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3040;Neulengbach;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3041;Asperhofen;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3041;Asperhofen;Tulln;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3042;Würmla;Tulln;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3051;"St. Christophen";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3052;Innermanzing;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3053;Laaben;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3053;Laaben;Baden;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3061;Ollersbach;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3062;Kirchstetten;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3071;Böheimkirchen;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3072;"Kasten bei Böheimkirchen";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3073;Stössing;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3074;Michelbach;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3100;"St. Pölten";"Sankt Pölten(Stadt)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3104;"St. Pölten-Harland";"Sankt Pölten(Stadt)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3104;"St. Pölten-Harland";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3105;"St. Pölten-Radlberg";"Sankt Pölten(Stadt)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3107;"St. Pölten-Traisenpark";"Sankt Pölten(Stadt)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3110;Neidling;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3121;Karlstetten;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3122;Gansbach;"Krems(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3122;Gansbach;Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3122;Gansbach;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3123;Obritzberg;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3124;Oberwölbling;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3125;Statzendorf;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3130;Herzogenburg;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3131;Getzersdorf;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3133;Traismauer;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3134;Nußdorf;"Sankt Pölten(Land)";N;"2007-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3140;Pottenbrunn;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3140;Pottenbrunn;"Sankt Pölten(Stadt)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3141;Kapelln;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3142;Perschling;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3143;Pyhra;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3144;Wald;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3150;Wilhelmsburg;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3150;Wilhelmsburg;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3151;"St. Georgen am Steinfelde";"Sankt Pölten(Stadt)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3153;Eschenau;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3160;Traisen;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3161;"St. Veit an der Gölsen";Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3162;Rainfeld;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3163;Rohrbach;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3170;Hainfeld;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3171;"Kleinzell-Salzerbad";Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3172;Ramsau;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3180;Lilienfeld;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3183;Freiland;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3184;Türnitz;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3192;Hohenberg;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3193;"St. Aegyd am Neuwalde";Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3195;Kernhof;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3200;"Ober-Grafendorf";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3202;Hofstetten;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3203;"Rabenstein an der Pielach";Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3203;"Rabenstein an der Pielach";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3204;"Kirchberg an der Pielach";Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3204;"Kirchberg an der Pielach";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3205;Weinburg;"Sankt Pölten(Land)";N;"2010-07-01";;"PLZ-Adressierung";extern;Ja;Ja
3211;Loich;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3212;"Schwarzenbach an der Pielach";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3213;Frankenfels;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3213;Frankenfels;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3214;Puchenstuben;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3214;Puchenstuben;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3221;"Gösing an der Mariazellerbahn";Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3222;Annaberg;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3223;Wienerbruck;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3223;Wienerbruck;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3224;Mitterbach;Lilienfeld;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3231;"St. Margarethen an der Sierning";"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3232;Bischofstetten;Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3233;Kilb;"Sankt Pölten(Land)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3233;Kilb;Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3240;Mank;Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3241;"Kirnberg an der Mank";Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3241;"Kirnberg an der Mank";Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3242;Texing;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3242;Texing;Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3243;"St. Leonhard am Forst";Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3244;Ruprechtshofen;Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3250;Wieselburg;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3251;Purgstall;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3252;Petzenkirchen;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3252;Petzenkirchen;Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3253;Erlauf;Melk;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3254;Bergland;Melk;N;"2013-06-01";;"PLZ-Adressierung";extern;Ja;Nein
3261;"Steinakirchen am Forst";Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3262;Wang;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3263;Randegg;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3263;Randegg;"Waidhofen an der Ybbs(Stadt)";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3264;Gresten;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3270;Scheibbs;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3281;"Oberndorf an der Melk";Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3282;"St. Georgen an der Leys";Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3283;"St. Anton an der Jeßnitz";Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3291;Kienberg;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3292;Gaming;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3293;"Lunz am See";Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3294;Langau;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3294;Langau;"Bruck-Mürzzuschlag";N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3295;Lackenhof;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3300;Amstetten;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3304;"St. Georgen am Ybbsfelde";Amstetten;N;"2006-05-01";;"PLZ-Adressierung";extern;Ja;Nein
3311;Zeillern;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3312;Oed;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
3313;Wallsee;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3314;Strengberg;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3321;Ardagger;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3322;Viehdorf;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3323;"Neustadtl an der Donau";Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3324;Euratsfeld;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3325;Ferschnitz;Scheibbs;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3325;Ferschnitz;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
3331;Kematen;Amstetten;N;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
